Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,Sql,Tableau
386,2022-01-27,Fraud Data Analyst,SP,"
        O que é a MovilePay?A MovilePay está construindo o banco dos restaurantes. Buscando melhorar a relação entre pessoas e negócios, através de soluções digitais inovadoras que transformam as relações financeiras.O desenvolvimento pessoal e profissional é real de várias maneiras e nosso negócio é dinâmico, estamos sempre mudando.Nós acreditamos na diversidade e ela é o que promove grandes resultados.Seus Desafios SerãoModelar e criar dashboards e análises, proativamente, para as demandas das áreas de negócio. (Generalista)Gera insights e propor novos fluxos e processos baseado nas suas análises.Atua como business analyst entre as diferentes áreas da empresa suprindo as necessidades de dados e dashboards.Responsável pela qualidade, performance, otimização e governança do ambiente de dados que está envolvido (jobs, cluster, datasets, dashboards chave)Suporte e validação de datasets críticos de visualização criados pelos diversos times.Tem capacidade de planejar/quantificar esforço e tempo necessários para suas atividades, assim como gerir expectativas com o gestor direto, pares e área cliente.O que buscamos? Ter trabalhado em área relacionada a análise de dados: Business Intelligence clássico, Data Engineering, Business Analyst ou Marketing InsightsMetabase e Tableau.Influencia o time de engenharia para modelagem, criação e armazenamento de novos data points relevantes para o negócioExplora e discute dados de negócios com pares e gerentesFaz validações e sanity checks para garantir consistência e acurácia dos dadosAuxilia nas tomadas de decisão junto às áreas de negócio e sugere planos de ação.Organizar e documentar processos e datasets do timeConstrói relação com o time que atende, pares, times de Business e EngenhariaComunica-se de forma clara, simples e assertiva, independente do públicoDomínio e experiência nos skills relacionados a Computação / Banco de DadosFormação formal na área (Ciência de Computação, Engenharia da Computação, Banco de Dados, Matemática computacional ou Outros.Conhecimento em ferramentas de processamento e visualização de Dados (DataBricks, MetabaseNa MovilePay acreditamos na força da diversidade para gerar Inovação e atingir Resultados incríveis. Dessa forma, todas as aplicações feitas são consideradas sem distinção de raça, religião, gênero, nacionalidade, deficiência, orientação sexual, idade ou qualquer outra. #AllTogetherConfira #NossosBenefíciosAuxílio Creche e Auxílio Material escolar;Auxílio Terapia;Cursos de idioma;Cartão iFood Benefícios;Gympass;Plano de saúde com 100% de cobertura;Plano odontológico com 100% de cobertura;Seguro de vida;MobDesk: home office completo na sua casa!Benefícios diversidadeLicença maternidade e paternidade estendidas;Auxílio pessoas transgênero;Auxílio pessoas com deficiência.Topa fazer parte deste desafio com a gente?
      ",Pleno-sênior,0,0,0,0,0,0,0,0,0,1
387,2022-01-08,Seara/MTZ - Analista de Dados Sr,SP,"Job Description

A JBS está entre as maiores empresas de alimentos do mundo e é líder global em diversos segmentos e negócios.

Há mais de 6 décadas trabalhamos com foco em excelência, inovação, segurança dos alimentos e práticas de sustentabilidade.

Somos um Time de mais de 250 mil pessoas, alimentando o mundo com o que há de melhor!

Venha fazer parte da JBS!

Main responsibilities

Foco em desenvolvimento e manutenção de integração de dados;

Levantamento/entendimento de novas demandas com áreas de negócio;

Desenvolver e implantar processos de integração de dados utilizando tecnologias providas pela JBS/Seara;

Desenvolver e implantar tecnologias baseadas em computação em nuvem;

Desenvolver e implantar soluções baseadas em estruturação de bases de dados e análise de dados;

Estudar, testar e implantar novas tecnologias de mercado nos recursos computacionais da JBS/Seara.

Requirements And Skills

Necessário:

Conhecimento em linguagem de Programação Python;

Conhecimentos Linux/Shellscript;

Desejável

Formação de Engenheiro de dados;

Conhecimentos em GCP (Cloud storage, Cloud, SQL, Big Query, Composer, Dataproc);

Bibliotecas Python Selenium, Requests, beautifulsoup4, paramiko, pandas, pyspark, datetime, APIS Google (big query, cloud storage), Glob, subproccess e zipfile;

Conhecimentos Gitflow;

Experiência com ferramentas Jira, Confluence.

Additional information

Horário de trabalho das 08:00 às 18:00 com 01:12 de almoço (restaurante no local);
Estacionamento gratuito no local;
Fretado no trajeto: Estação Domingos de Morais x JBS / JBS X Estação Domingos de Morais;
Vale-transporte e Vale-Alimentação;
Assistência Médica/Odontológica e Seguro de vida por modelo de parcerias;
Descontos em Instituições de Ensino e de Idiomas;
Gympass.

QUEM SOMOS

Nós, da JBS, somos 250 mil colaboradores movidos pelo propósito de alimentar o mundo com o que há de melhor, levando excelência e inovação por meio das nossas marcas para muitos países. Somos a segunda maior Companhia de Alimentos do mundo e a primeira em proteínas.

Da origem até a mesa do consumidor, nosso cuidado vai além do processo produtivo e temos responsabilidade em nossas ações para que elas gerem impactos positivos para todos os nossos colaboradores, fornecedores, clientes e, claro, para as milhões de famílias que confiam na qualidade dos nossos produtos.

Mas alimentar as gerações de hoje e do amanhã depende também de alimentar o planeta em que vivemos e que nos nutre.

Por isso, adotamos medidas para a redução dos impactos das nossas operações, proteção do meio ambiente e promoção do bem-estar animal; além de desenvolvermos e empoderarmos colaboradores e comunidades dos entornos das nossas áreas de produção. Assim, construímos um legado, no qual cuidamos para que cada escolha que fazemos hoje nos leve a um futuro de uma alimentação mais sustentável.

Para que tudo isso seja possível, contamos com um Time que trabalha com Disciplina, Determinação e Humildade, e que reconhece o seu papel de agente de transformação para gerar as mudanças que o mundo precisa. E é este futuro que estamos, dia após dia, alimentando.

JBS - Alimentando o mundo com o que há de melhor.

Conheça mais sobre nós

Website
LinkedIn
Facebook
Instagram
Glassdoor",Júnior,0,0,0,0,0,1,0,0,1,0
388,2022-01-09,Data Analyst - Pleno,SP,"
        Nível: AnalistaÁrea: Tecnologia da InformaçãoEscolaridade: Graduação - Tecnologia da Informação - CursandoTipo de contrato: CLTJornada de trabalho: Atuação Remota, com horário flexívelDisponibilidade para home-officeResponsabilidades e AtribuiçõesResponsabilidades e Experiências desejáveis:  Levantamento de requisitos com áreas usuárias; Elaboração de especificações técnicas para apoiar o desenvolvimento de equipe de fábrica de software; Trabalhar com modelagem de dados (Dimensional / Relacional); Possuir visão de arquiteto de solução, enxergando o projeto como um todo; Desenvolvimento de processos de integração e qualidade de dados com as tecnologias IBM InfoSphere, DataStage e QualityStage.
      ",Pleno-sênior,0,0,0,0,0,0,0,0,0,0
389,2022-02-10,Analista de dados pl/sr (time consultoria) - remoto,SP,"Na Geofusion, somos fascinados por metodologias que dirigem nossos clientes às grandes decisões de suas companhias. É através do desenvolvimento e implementação delas que conseguimos transformar a realidade de tantas empresas que confiam uma parte de sua inteligência e estratégia a nós.

Somos líderes em inteligência geográfica de mercado no País, atendendo aos mais diversos segmentos com nossas soluções.

Nossos times lidam diariamente com grandes desafios, interagindo em um ambiente leve que proporciona liberdade para agir e decidir. Nossas pessoas são continuamente incentivadas a se desenvolverem como excelentes profissionais e humanos, com total respeito à diversidade dentro da empresa.

Venha realizar o extraordinário com a gente!

Sobre o Desafio

Você desenvolverá projetos, metodologias e dados ligados as estratégias de crescimento de nossos clientes, por exemplo, diagnosticar o desempenho e organizar a gestão e expansão de redes de lojas/unidades, reestruturar territórios comerciais e identificar novas oportunidades de mercado, para clientes de diversos segmentos, como varejo, indústria e serviços. Trabalhará em conjunto com nossos time de cientistas de dados e especialistas em análises de mercado desenvolvendo modelos e motores de inteligência que alimentam nossos produtos e nossos serviços.

Você também será responsável por auxiliar as áreas de operações a entender a necessidade dos clientes e estruturar as melhores soluções, contribuindo diretamente para acelerar o processo de vendas e o sucesso dos clientes na adoção de nossos produtos e serviços.

Para ter sucesso nessa posição é importante que você tenha estas competências:

Visão estatística/matemática.

Mentalidade para resultados.

Experiência com modelos matemáticos.

Conhecimentos técnicos e de negócio.

Aptidão analítica e criativa para solucionar problemas.

Perfil detalhista e colaborativo.

Serão Diferenciais

Conhecimentos em geomarketing.

Conhecimentos em análises de mercado, inteligência de mercado.

Formação voltada a habilidades em economia.

Facilidade para entender necessidades e formatar a melhor solução.

Experiência no desenvolvimento e condução de projetos.

Trabalhar bem sob pressão do tempo.

Ser comprometido com a urgência no fechamento de negócios.

Benefícios

Vale Refeição/ Vale Alimentação (Flexível);

Seguro de vida;

Auxílio Creche;

Plano Saúde e Odontológico;

GymPass e TotalPass;

DayOff na semana do seu aniversário;

Participação nos lucros e resultados da empresa (variável);

Ginástica Laboral;

Ajuda de custo com internet.

Você fará parte de um time que está distribuído por todas as regiões do país. E é você que decide em que cidade vai morar. Só precisa ter um ótimo acesso à internet! Oportunidade na modalidade Remoto.",Júnior,0,0,0,0,0,0,0,0,0,0
390,2021-12-04,Data Analyst - Pleno,SP,"Suporte à estratégia corporativa e à inteligência comercial da operação;|Manipulação de dados e desenvolvimento de relatórios em Power BI e Sales Force;

About Our Client

O PageGroup é uma das maiores consultorias de recrutamento e seleção do mundo, a empresa nasceu no Reino Unido em 1976 e hoje conta com mais de 7 mil colaboradores em 36 países, oferecendo um alto padrão de recrutamento e seleção para o mercado.

A empresa trabalha com o propósito de criar oportunidades para que as pessoas alcancem seu potencial. Isso inclui clientes, candidatos e funcionários. Com isso a Page carrega valores como, paixão, determinação e trabalho em equipe, com o intuito de transformar vidas!

Job Description

Profissional terá contato direto com pares a nível LATAM;
Será responsável por analisar informações para direcionar a tomada de decisões e planos de ação futuros em um esforço conjunto com equipes de vendas;
Terá interface com diferentes níveis hierárquicos e estruturas (marketing, comercial, operações e outros);
Mapeamento KPIs e geranção de insights para o negócio;
Elaboração de apresentações para a diretoria e gerencia utilizando a ferramenta de Power Point;
Suporte em Campanhas de Marketing Digital;
Suporte à estratégia comercial referente ao desenvolvimento de propostas comerciais e BID´s;
Definir indicadores, desenvolver insights e traçar junto ao time de front ações comerciais e campanhas de geração de leads;
Mapear oportunidades de novos negócios, através de análises de tendências e potencial de mercado;
Realizar estudos e pesquisas setoriais & regionais.

The Successful Applicant

Fortes Skills analíticos e estratégicos;
É importante que além dos Skills técnicos e analíticos, o profissional tenha boas habilidades de comunicação e relação interpessoal;
A comunicação será ponto importante, pois realizará apresentações de resultados para os times;
Forte capacidade de trabalho em equipe, podendo interagir facilmente com distintas áreas da empresa;
Experiência em desenvolvimento, melhoria e automatização de processos;
Conhecimentos Mandatórios: Excel Avançado, Power BI e SQL;
Conhecimentos Diferenciais: Salesforce;
Inglês OU Espanhol avançado para comunicação com time LATAM.

What's On Offer

Regime de contratação CLT: Salário fixo + PLR anual de até 2 salários + Benefícios de praxe de mercado.

Contact: Ana Moraes

Quote job ref: 193657

Brand: PP",Assistente,0,1,0,0,1,0,0,0,1,0
391,2022-01-13,Senior Data Analyst,PR,"EBANX is a global fintech company that emerged in 2012 with the mission of connecting companies to Latin America, facilitating payments on multiple international sites such as Aliexpress, Airbnb, Sony, and Spotify. As we grew, our portfolio also expanded, and we went beyond payment methods. Today, we offer local processing solutions for Brazilian companies and different products and services for our final consumers. We are called ebankers, and we are changing the way people buy, connect, and live globally. Do you want to join our Big Dream and be part of this team?

Our HQ is in Curitiba, but in this position, you could work from wherever you want. We are looking for a Senior Data Analyst to work with our Product Team. Our mission is to ensure the best experience for all EBANX's clients through our products' strategic management and projects' execution, always maintaining a good relationship with internal and external stakeholder

As a Senior Data Analyst, you will solve challenging data problems every day by focusing on supporting our team's results and goals. You will think not just about delivering dashboards, but also what is the best data to ensure the best decision making. You will work collaboratively with colleagues in the Product Team and cross-functionally with colleagues in other business areas (Sales, Technology, Customer Support, and Customer Success) to understand the business and provide the best data visualization and information.

We expect a proactive person, skilled with numbers, curious, focused and detail-oriented, who will help us tell stories through data, in addition to having interpersonal skills with internal and external players.

Besides conquering the world, your activities will be:

Work collaboratively with product managers, engineers, and analysts to brainstorm new KPIs and define success criteria.
Understand our team's pain, create, execute and communicate data solutions, results and analytical products;
Influence data centered decisions;
Collaborate with the product team and cross functional teams to understand what are the best data visualizations to each situation;
Foster the data culture and practice aligned with the business needs.
Follow the OKR for each team - being the guardian for each indicator and helping to build the metrics;
Be the data reference person in the team;
Talk about new methodologies and data management in the industry to our team;
Ensure a healthy relationship with our data engineer team;


What's mandatory:

Passionate about working collaboratively for building and delivering great products that make a difference for our customers - you will be required to bring data to the table.
Experience as a Data analyst and using BI Tools (Tableau, PowerBI, Looker, Google Analytics)
Advanced SQL and exceL and experience in statistics.
Go deep into data - understand and prepare the dataset.
Analytical and creative problem-solving skills.
Demonstrate an ability to work with data-driven decisions
Demonstrate ability in planning and running analytical products.
Demonstrate ability in communicating with data.
Share knowledge and co-creation with the product data team.
Self-driven and organized – you don't need hand-holding or micromanaging.
Communication skills in English.
Airflow (orchestrate our data sources pipeline);
Git;


What else would we like to see?

A quick learner, passionate about your work, and driven to get things done.
Previous working experience in a startup environment.
Communication skills in Spanish.


EBANX offers:

A challenging environment, with opportunities to growth;
Casual office and dress code;
Spanish, English and Portuguese classes;
WAVES - Program of goals and results (variable compensation);
EBANX Play - Wellness (Gympass, e-Sports, SESC );
Semi flexible hours (8 hours a day - Monday to Friday);
Meal Allowance;
Transportation voucher (if needed);
EBANX Education: scholarship;
EBANX Skills: budget for workshops and courses;
Hello ebanker: psychology, finance and legal orientation.
Health and Dental Insurance;
Blue Club: Exclusive discount for ebankers in bakeries, restaurants, courses, electronics store and more!


Follow us on Instagram and look for the hashtag #ebanxlife to learn more about EBANX's culture.",Júnior,0,1,1,0,1,0,0,0,1,1
392,2022-01-20,Senior Data Analyst - Remote,PR,"Pipefy is one of OpenView’s fastest growing tech companies and is recognized in Gartner’s 2020 Market Guide for Intelligent Business Process Management. Pipefy is a cloud-based, no-code/low-code platform that empowers managers and citizen developers to design, build and automate all processes and workflows. Through a simple Kanban-type interface, companies can achieve process excellence without the need for IT departments, technical skills, or professional services. For customer processes - with complex multi-stakeholder workflows requiring integration to core and vertical/delivery systems, Pipefy has 500+ integrations and an open API to orchestrate and further automate front and back office business processes. Founded in 2015, Pipefy has helped thousands of companies around the world solving business problems on their own. Today, over 3,000 companies in 150+ countries use Pipefy - from startups to industry leaders such as Accenture, Visa, GE, and Volvo.




We’re looking for people who are passionate about building a robust and scalable data ecosystem to join our data team. Someone dynamic, who takes ownership of their work and the company challenges. Our mission is to enable every single individual inside Pipefy to make data-driven decisions.




Main Responsibilities:

In this position, you will have a deep understanding of the Pipefy platform and its myriad use cases through data as well as interactions with customer-users and internal stakeholders.
You will also have a fast-paced environment, full of enormous challenges, and the possibility to create a global brand.
All the tools you need to do a great job (We’ll spare no expense to make you feel ready to overcome all these challenges).
The chance to work on ambitious projects, alongside technical and entrepreneurial-mindset professionals.
Autonomy to propose and implement new projects.
Collaborate with leadership and customer-facing functions to prioritize, develop, and act on business analyses and experimental hypotheses.
Help the teams to define and measure its KPI’s.
Support the stakeholders on data-driven decisions.
Perform exploratory analysis.
Create reports, dashboards and provide truthful information to the business areas.
Be able to create an end-to-end analysis, building consolidations, generating insights, and presenting them with focus on business actions.
Be one of the sponsors to create a democratized data-environment by communicating, teaching and creating well documented data models for different audiences.




Requirements:

Ability to analyze, troubleshoot, problem-solve, and present data for cross-functional action.
Ownership over your projects and a sense of urgency regarding high-impact deliveries.
Good storytelling and aptitude for data visualization.
At least 3 years of work experience in Data Analysis function.
Fluency or near fluency in English.
Familiarity with SQL and data-visualization/management tools.
Bachelor 's degree.
Knowledge of Python for data analysis/visualization.
Knowledge of data model and ETL process.




What would be awesome if you had:

A Business, Mathematical, Engineering, or Computer Science concentration or a degree in a related field (though we are more interested in your professional work).
Familiarity with enterprise IT, SaaS, systems integration, and/or cloud technologies a plus (engineering experience is not required).
Client-facing experience and consulting capacities.
Experience in Bigquery/GCP tools.
Already worked in a startup environment during its scaling up process.




Benefits:

Health Insurance
Life Insurance
Dental Insurance
Flexible Meal Allowance
Psychological Assistance
Yoga & Meditation
Gym Pass
Labor Classes
Individual Funeral Aid
Maternity / Paternity Leave
Babysitting / Early Preschool Allowance
Vet Allowance
Birthday PTO
Education Allowance
Udemy
Coworking Space
Subsistence Allowance
You can check all of our benefits at https://www.pipefy.com/pt-br/carreiras/beneficios/",Pleno-sênior,0,0,0,0,0,1,0,0,1,0
393,2022-01-16,Analista de Dados Pleno,PR,"Nível: Analista

Área: Tecnologia da Informação

Escolaridade: Graduação - Completo

Tipo de contrato: CLT

Jornada de trabalho: 7h45 - 18hSegunda-feira/Sexta-feira;Atuação presencial.

Responsabilidades e Experiências Desejáveis

Irá atuar com indicadores, auxiliar o dia a dia de dados para estratégias, analisar perfil da empresa e realizar predições para elaboração de estratégias e gastos futuros.",Pleno-sênior,0,0,0,0,0,0,0,0,0,0
394,2022-01-20,ANALISTA DE DADOS AZURE DATA FACTORY-SR,SP,"*TOTALMENTE REMOTO*

*IMEDIATO *

*PROJETOS DE LONGO PRAZO , BRASIL, LATAN *

*TOTALMENTE REMOTO*

*IMEDIATO *

*PROJETOS DE LONGO PRAZO , BRASIL, LATAN *",Pleno-sênior,0,0,0,0,0,0,0,0,0,0
395,2021-12-10,Data Analyst Sr.,SP,"Job Description

A área de dados do Banco ABC, embora tenha apenas 2 anos, esta revolucionando o mercado com suas soluções corporativas (vide prêmios obtidos tal como o Informatica Innovation Award 2021, na categoria de “Intelligent Disruptor: Data Warehouse & Lake”) e possibilitando a transformação digital do Banco ABC. Para isso, cada projeto desenvolvido por nós visa o atendimento de uma necessidade do cliente ou a criação de um novo produto, buscando sempre causar um verdadeiro IMPACTO por onde passamos.

Aqui o foco é entrega constante, com qualidade e procurando trazer um diferencial na organização e no mercado financeiro. Chegou a hora de acelerarmos ainda mais e, por este motivo, criamos o Centro de Excelência (CoE) de Analytics, área responsável pelo desenvolvimento de soluções e produtos de dados e a criação de modelos complexos alinhado com nosso core business e, principalmente, com as novas iniciativas do Banco. O CoE integrará a Diretoria de Novos Negócios e será um pilar importante, ao lado de soluções digitais e venture builder, para encabeçar iniciativas que possibilitará nossa transformação digital e nos colocará em novos mercados e negócios.

Nesta vaga em particular buscamos um Data Analyst Senior para atuar na entrega casos de uso que demanda analise de dados (estatística e exploração), construção de dashboards e reports de dados e disseminação dos conceitos de Data Visualization pela organização.

Além disso, é de suma importancia que o candidato busque trabalhar em um ambiente de alto aprendizado e autonomia, com as melhores tecnologias globais no mundo de dados, além de fazer parte de um time de profissionais incríveis e parceiros gigantes de mercado.

Main responsibilities

Atuar na análise estatística e exploração de dados visando outputs para nosso core business e novas iniciativas de negócios;

Gestão de projetos utilizando metodologias ágeis (Scrum, XP, Kanban, SAFe);

Difundir a cultura digital e a inovação orientada a dados como chave para o sucesso a transformação do Banco;

Possibilitar uma maior fluência do Banco em dados e analytics;

Entender os desafios de negócio e “traduzir” em soluções de dados, incluindo a construção de reports e geração de insights de dados voltados a incremento e gestão de negócio ou otimização de processos;

Liderar projetos de Data Analysis aplicados a diferentes oportunidades de negócios.

Requirements And Skills

Formação em Engenharia, Estatística, Matemática, Física ou outras ciências exatas;

Especialização em Estatística ou Matemática (desejável);

Experiência com análise e exploração de dados massificados;

Capacidade de atuar em múltiplos projetos analíticos em paralelo;

Comunicação efetiva e eficaz com diferentes stackholders;

Atuar na análise estatística e exploração de dados visando outputs para nosso core business e novas iniciativas de negócios;

Gestão de projetos utilizando metodologias agéis (Scrum, XP, Kanban, SAFe);

Difundir a cultura digital e a inovação orientada a dados como chave para o sucesso a transformação do Banco ;

Possibilitar uma maior fluência do Banco em dados e analytics ;

Entender os desafios de negócio e “traduzir” em soluções de dados, incluindo a construção de reports e geração de insights de dados voltados a incremento e gestão de negócio ou otimização de processos;

Liderar projetos de Data Analysis aplicados a diferentes oportunidades de negócios;

Apurado conhecimento de matemática, estatística e conceitos gerais de programação e ferramentas de análise de dados;

Especialização em Estatística ou Matemática (desejável);

Experiência com análise e exploração de dados massificados;

Capacidade de atuar em múltiplos projetos analíticos em paralelo;

Comunicação efetiva e eficaz com diferentes stackholders;

Conhecimento de engenharia de dados e tecnologias complementares, em especial nas:

Matérias de governança de dados e data visualization;

Ferramentas de orquestração de aplicações e data-flow: ESB; API Gateway; Business Rules Engine; Event Streaming; ETL/ELT; DataOps

Tecnologias de Big Data: Datalake House; IoT; HPC; EPA; Hadoop; Apache Spark; banco dados NoSQL (Cassandra, MongoDB, Hive, etc);

Formado em Engenharia, Estatística, Matemática, Física ou outras ciências exatas.

Onde todos crescem juntos

O Banco ABC Brasil valoriza a busca de talentos e dá aos seus colaboradores um ambiente cheio de oportunidades de carreira e desenvolvimento.

O ABC Brasil é a casa dos profissionais determinados e qualificados, que agem com tranquilidade nos momentos de pressão e tem orgulho de pertencer a um dos melhores Bancos de negócios do Brasil. Sempre com integridade e excelência.

Procuramos pessoas com proatividade, protagonismo e resiliência. No Banco ABC Brasil você encontra um ambiente intenso e saudável ao mesmo tempo.

O que nos move é um time confiante, ético e determinado. Com foco em excelência que supera e gera valor!

Conheça mais sobre nós

Website
LinkedIn",Júnior,0,0,0,0,0,0,0,0,1,0
396,2022-02-10,Analista de Dados SR (Brasília - DF),DF,"TÉCNICAS Banco de dados Oracle e SQL Server e/ou Postgres.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Repositor

Empresa

Gpti

Consultoria de TI.

Ramo

Informática/ Tecnologia",Júnior,0,0,0,0,0,0,0,0,1,0
397,2022-01-15,Sr Data Analyst,SP,"Nossa missão 🎯

Somos o Gringo, uma startup com a missão de descomplicar a vida dos motoristas e que está mudando a forma como eles se relacionam com seus veículos.

Estamos crescendo e precisamos de mais um(a) xxx a bordo para acelerar com a gente 🚀

O que valorizamos ⭐

Simplicidade: Busque sempre por soluções simples!
Faça Acontecer: Não há blocker que vá te impedir de completar sua tarefa - Espírito Empreendedor!
Juntos: Acreditamos que as melhores soluções surgem através do trabalho colaborativo, seja com outras pessoas do Gringo ou com qualquer stakeholder do nosso ecossistema.

Responsabilidades e atribuições

Sua Função Como Um(a) Data Analyst No Gringo

Atuar como guardião dos dados, dando visibilidade de todo o processo de análise para a Tribo;
Apoiar na definição das principais hipóteses e métricas a serem observadas/testadas dentro de cada squad da Tribo;
Entender e definir as prioridades junto ao time, com foco em entregas que gerem valor para empresa e impulsionem a cultura data-driven;
Criar narrativas baseadas em dados e comunicar de forma efetiva novas descobertas, de acordo com os stakeholders;
Orientar os analistas mais jr. e atuar como referência técnica dentro do chapter de dados, contribuindo na formação do time.

Requisitos e qualificações

Sounds Like You?

Conhecimento na construção de ETLs/queries/scripts para tratamento dos dados;
Conhecimento para manipular dados: SQL, Python (pandas/pyspark/dask);
Ter familiaridade com ferramentas de BI;
Capacidade de trabalhar em ambiente ágil, entendendo prioridades de entregas e relacionamento dos times.
Forte pensamento analítico para transformar grandes quantidades de dados de forma organizada e confiável;
Ter uma boa comunicação e habilidade de storytelling para disseminar suas análises aos stakeholders.

Você Vai Se Sobressair Se

Tiver trabalhado em uma startup anteriormente;

Informações adicionais

Benefícios ✨

Assistência médica e odontológica (sem desconto para você e dependentes)
Futuros Gringxs: auxílio educação para filhos até 21 anos
BeerOrCoffe: espaços reservados em co-workings de todo o Brasil para quem quiser trabalhar presencialmente algumas vezes no mês
Licença maternidade e paternidade estendidas
Licença PETernidade (day-off quando você adotar um animalzinho)
Seguro de vida
Vale Refeição e Alimentação (cartão Flexível)
Auxílio Home Office
Day-off de aniversário

Local de trabalho 🏠

Somos 100% remotos e nosso time Gringo está espalhado por todo o Brasil!",Não aplicável,0,0,0,0,0,1,0,0,1,0
398,2022-02-08,[BANCO DE TALENTOS] Analista de Dados l Relacionamento com Cliente,RJ,"Sobre o Relacionamento Com o Cliente

O time de Relacionamento com o Cliente é responsável por garantir a melhor experiência de atendimento para os clientes que entram em contato com a gente!

Valorizamos cada segundo do tempo dos nossos clientes e por isso, nosso atendimento é rápido, preciso e encantador. Esta entrega só é possível porque temos profissionais super capacitados e engajados, que resolvem o problema na raiz e se dedicam diariamente para melhorar a vida do empreendedor brasileiro.

Com a sua ajuda, nosso time de encantadores e líderes poderão entregar ainda mais valor aos nossos clientes.

Analista de dados

É responsável por estruturar os indicadores de todos os níveis de atendimento (encantadores, lideranças e gestão do RC), garante o envio semanal de relatórios de gestão para todos os níveis gerenciais do time de Relacionamento com o cliente. Gerencia os desvios nos indicadores traçando planos de ação para o alcance do resultado do RC. Estuda tendências de mercado para trazer novos inputs ao time e possíveis melhorias.

Qualificações Necessárias

Conhecimento intermediário em SQL;
Conhecimento avançado em Excel;
Raciocínio lógico;
Experiência em Operações com gestão de KPI´s

Desejável

Python

Soft Skills

Gestão de prioridades, trabalhar bem sob pressão, planejamento, foco no resultado e bom relacionamento interpessoal",Não aplicável,0,1,0,0,0,1,0,0,1,0
399,2022-02-02,Analista de Dados para CRM,MG,"Nosso (a) Analista de Dados para CRM será responsável por elaborar e desenvolver extração, tratamento e carga (ETL) de dados.

Nesta posição você precisa entender as regras de negócio da empresa e replicar os conhecimentos na estrutura do DBM (Database Marketing). Implementar e acompanhar métricas de negócios e realizar melhorias nas bases de dados e nos processos da área de DBM. Atuar com a criação e gestão de mailings extraídos da base para suporte nas ações mercadológicas. Elaborar apresentações sobre conclusões das análises descritivas. Realizar análises de dados, utilizando técnicas estatísticas, de machine learning (ML) e data analitycs.

Teremos Um Maior Fit Com Você Se Possuir

Graduação em Estatística, Sistemas de Informação, Ciência da Computação, Estatística, Engenharia da Computação;
Conhecimento em Estatística;
Conhecimento em Ferramentas de DBM;
Domíno de SQL;
Conhecimentos em Python;
Experiência com processos de ETL (extração, transformação e carga de dados);
Vivência com a criação de modelos preditivos (up sell, cross sell, churn, recomendação);
Domínio pacote Office (Word, Excel, Power Point);
Perfil híbrido (visão técnica e de negócios).

O Perfil Que Brilha Os Nossos Olhos, Possui

Boa comunicação oral e escrita;
Ótimas habilidades interpessoais e consultivas;
Pensamento analítico e sistêmico;
Conhecimento em gestão de processos;
Senso de detalhismo e precisão;
Autonomia;
Dinamismo e proatividade.",Não aplicável,0,1,0,0,0,1,0,0,1,0
400,2022-01-20,Senior Data Analyst,SP,"About 99:




If you see technology as there to smooth your path in life, our team do too: Your Path, Our Journey.




We believe in people who transform their paths through technology. Technology that connects people who are good at what they do and which practices diversity to create and share those paths that we (as yet!) do not even know about. Our journey is in the smile of every talented person who brings revolution to the world from Brazil - whether with in-app transportation (99), meal delivery (99Food) or digital payments (99Pay).




To make life easier for millions of people every day, we are in the driving seat as part of DiDi Chuxing, the world's largest transport and convenience platform. And so, we can say, with great pride, that we are pioneers in creating solutions, starting in Brazil, that grow in scale and have positive impacts in a range of other countries.




Whether creating projects from scratch or continually improving our solutions, we like challenges that give us butterflies, and that's why we work with intensity, at a fast pace, with respect, collaboration and partnership. On this journey, we also create learning and strengthen ourselves in diversity as a fundamental aspect that makes us stand out our growth day after day.




Diversity & Inclusion




Diversity is not a vision of the future or something we wish to have one day, it is a non-negotiable value of who we are.




We practice inclusion, plurality and respect. And we count on the governance of the Diversity Committee, which works together with HR, leadership and identity groups - 99Adapta, 99Afro, 99Cores, 99Mulheres and 99Mamães. This part of our journey has been written, there remains a long road before us.







We reinforce that this position is open to everyone, including pregnant people and people with disabilities (PwD).







About the Job:




As a Senior Data Analytics at 99 you will have the opportunity to impact millions of lives every day.

You’ll drive projects that inspire our data-driven culture, bringing in-depth visibility to our business and identifying key take-aways for decision making and generating actionable insights. You’ll leverage analysis impact by being able to handle both holistic and pin-focused views like a breeze.




Our key goal is to increase company efficiency, have a deeper understanding of our business, and identify opportunities. Our big data stack has tons of data available and high-end tools around the Hadoop ecosystem.




Your responsibilities:




Work closely with business teams to identify opportunities for better decision making.
Analyze large amounts of data to find patterns and generate insights to answer key questions.
Be responsible for data preparation and extraction, development of data pipelines or dashboards needed to perform the analysis.
Create performance indicators and track the impact and efficiency of features and processes.




The successful application:

Has a bachelor's degree (any area).
Has advanced SQL knowledge.
Is able to clearly communicate their findings to a non technical audience.
Has strong organizational and teamwork skills to interact with different stakeholders.
Bonus points for previous experience with Hadoop tools (such as hdfs, spark and hive) and knowledge of a scripting language (such as python or R).",Pleno-sênior,0,0,0,0,0,1,0,0,1,0
